Entity Group ID,Entity Category,Entity Subgroup ID,Name,IDSOS Name,original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,status,needs_audit
Firm,,Contractor,Riverstone Building Company,RIVERSTONE BUILDING COMPANY,2391,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name includes 'Building Company', which could indicate a builder, but without 'Homes' or 'Residential', 'Contractor' is more appropriate.""}]",7.0,0
Firm,,Contractor,"R.M. Harrison and Company, Inc.","R.M. HARRISON AND COMPANY, INC.",2392,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 55.0, 'reasoning': ""The name does not indicate a specific building or residential focus, so 'Contractor' is the safer classification.""}]",7.0,0
Firm,,Contractor,R M R Builders LLC,R M R BUILDERS LLC,2393,Private,Builder,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 75.0, 'reasoning': ""The name includes 'Builders', which suggests a builder, but without 'Homes' or 'Residential', it could also be a general contractor.""}]",7.0,0
Firm,,Contractor,"Rock Placing Co., LLC","ROCK PLACING CO., LLC",2394,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Rock Placing' could indicate a specialty, but without more detail, 'Contractor - General' is the most consistent classification.""}]",7.0,0
Firm,,Contractor,"Rocky Mountain Group, Inc.","ROCKY MOUNTAIN GROUP, INC.",2395,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name is generic and could indicate a builder, but 'Group' and lack of 'Homes' or 'Builder' in the name makes 'Contractor' more likely.""}]",7.0,0
Firm,,Contractor,R Smith Home Solutions,R SMITH HOME SOLUTIONS,2396,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 60.0, 'reasoning': ""The name includes 'Home Solutions', which could indicate residential building, but without 'Builder' or 'Homes', 'Contractor' is more consistent.""}]",7.0,0
Firm,,Contractor,Roof Pro,ROOF PRO,2397,Private,Contractor,Roofing,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'Roof Pro' strongly indicates a roofing specialty, but if not, would default to general contractor.""}]",7.0,0
Firm,,Contractor,"Russ McCrea Builders, Inc.","Russ McCrea Builders, Inc.",2398,Private,Builder,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name includes 'Builders', which by rule should be classified as 'Builder'.""}]",7.0,0
Firm,,Contractor,Russell Construction Inc.,RUSSELL CONSTRUCTION IDAHO INC.,2399,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor', even if 'Builder' is present.""}]",7.0,0
Firm,,Contractor,Ryan Hays Construction,RYAN HAYS CONSTRUCTION,2401,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor'. However, if there was evidence of home building, 'Builder' could be considered.""}]",7.0,0
Firm,,Contractor,"S and D Mobile Home Set Up and Service, L.L.C.","S AND D MOBILE HOME SET UP AND SERVICE, L.L.C.",2402,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Home', 'confidence': 60.0, 'reasoning': ""The business name references 'Mobile Home Set Up', which could be a specialty, but not a standard one in the rules. Defaulting to 'General' is safest.""}]",7.0,0
Firm,,Contractor,Saki Construction LLC,SAKI CONSTRUCTION LLC,2403,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor'. If there was evidence of home building, 'Builder' could be considered.""}]",7.0,0
Firm,,Contractor,Savoie Interiors Inc.,SAVOIE INTERIORS INC.,2404,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Savoie Interiors' could suggest an interior design or specialty contractor, but without a clear specialty, 'General Contractor' is the best fit.""}]",7.0,0
Firm,,Contractor,Service Connection & Construction L.L.C.,SERVICE CONNECTION & CONSTRUCTION L.L.C.,2405,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Service', 'confidence': 50.0, 'reasoning': ""The name includes 'Service Connection', which could be a specialty, but not a standard one in the rules. Defaulting to 'General' is safest.""}]",7.0,0
Firm,Restoration,Contractor,ServiceMaster Restore,SERVICEMASTER RESTORE,2406,Private,Contractor,Restoration,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Restoration', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The input category is 'Restoration', but per rules, 'Restoration' is a valid contractor specialty. However, if treated as a standalone category, it could be 'Restoration' with NULL subgroup.""}]",7.0,0
Firm,,Contractor,Siding Pros of Idaho LLC,SIDING PROS OF IDAHO LLC,2407,Private,Contractor,Siding,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Siding', 'entity_subgroup_id': 'NULL', 'confidence': 70.0, 'reasoning': ""The name indicates a siding specialty, which could be a standalone category, but per rules, it is best classified as a contractor with 'Siding' specialty.""}]",7.0,0
Firm,,Contractor,Sign Pro,SIGN PRO,2408,Private,Contractor,Sign,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Sign', 'entity_subgroup_id': 'NULL', 'confidence': 70.0, 'reasoning': ""The name indicates a sign specialty, which could be a standalone category, but per rules, it is best classified as a contractor with 'Sign' specialty.""}]",7.0,0
Firm,,Contractor,"Signs By Smith, Inc.","SIGNS BY SMITH, INC.",2409,Private,Contractor,Sign,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Sign', 'entity_subgroup_id': 'NULL', 'confidence': 70.0, 'reasoning': ""The name indicates a sign specialty, which could be a standalone category, but per rules, it is best classified as a contractor with 'Sign' specialty.""}]",7.0,0
Firm,,Contractor,Signs Now,SIGNS NOW,2410,Private,Contractor,Sign,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Sign', 'entity_subgroup_id': 'NULL', 'confidence': 70.0, 'reasoning': ""The name indicates a sign specialty, which could be a standalone category, but per rules, it is best classified as a contractor with 'Sign' specialty.""}]",7.0,0
Firm,,Contractor,Silver Leaf Construction Management LLC,SILVER LEAF CONSTRUCTION MANAGEMENT LLC,2411,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction Management', which could imply a builder, but without explicit reference to residential or commercial building, 'Contractor' is more appropriate.""}]",7.0,0
Firm,,Contractor,Sletten Construction Company,SLETTEN CONSTRUCTION COMPANY,2413,Private,Contractor,General,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name is generic and includes 'Construction Company', which could be a builder, but 'Contractor' is the more precise classification per rules.""}]",7.0,0
Firm,,Contractor,"Smithcraft Construction, LLC","SMITHCRAFT CONSTRUCTION, LLC",2414,Private,Contractor,General,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 25.0, 'reasoning': ""The name includes 'Construction', but there is no indication of being a builder, so 'Contractor' is preferred.""}]",7.0,0
Firm,,Contractor,Sonic Enterprises Incorporated,SONIC ENTERPRISES INCORPORATED,2415,Private,Contractor,General,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name does not specify a construction specialty, but 'Contractor' is the best fit given the input.""}]",7.0,0
Firm,,Contractor,Special Effects Remodeling,SPECIAL EFFECTS REMODELING,2416,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""The name includes 'Remodeling', which could indicate a builder, but without explicit reference to new construction, 'Contractor' is more accurate.""}]",7.0,0
Firm,,Contractor,"Stallings Drywall, Inc.","STALLINGS DRYWALL, INC.",2417,Private,Contractor,Drywall,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 80.0, 'reasoning': ""The name includes 'Drywall', which is a specialty, so 'Drywall' is the most precise subgroup. However, if the specialty was not clear, 'General' would be a fallback.""}]",7.0,0
Firm,,"Builder, Contractor",Steel Creek Construction,STEEL CREEK CONSTRUCTION,2419,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 85.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor'. However, 'Builder' is also present in the input, so it is a valid secondary candidate.""}]",7.0,0
Firm,,Contractor,"Stock Construction Management Services, Inc.","STOCK CONSTRUCTION MANAGEMENT SERVICES, INC.",2421,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name includes 'Construction Management Services', which could suggest a management or consulting focus, but 'Contractor' is the most consistent classification.""}]",7.0,0
Firm,,Contractor,Stonehenge Homes,STONEHENGE HOMES,2422,Private,Builder,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The name includes 'Homes', which by rule is classified as 'Builder' with 'Residential' subgroup. 'Contractor' is a fallback if 'Builder' is not appropriate.""}]",7.0,0
Firm,,Contractor,"Strong Siding & Window, L.L.C.","STRONG SIDING & WINDOW, L.L.C.",2425,Private,Contractor,Siding,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 75.0, 'reasoning': ""The name includes 'Siding & Window', so 'Siding' is the most precise subgroup. 'General' is a fallback if the specialty was not clear.""}]",7.0,0
Firm,Remodeling,Contractor,"Stronghold Remodeling, Inc.","STRONGHOLD REMODELING, INC.",2426,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 60.0, 'reasoning': ""The name 'Remodeling' could indicate a focus on residential work, but without explicit mention of 'Homes' or 'Builder', 'Contractor' is more appropriate.""}]",7.0,0
Firm,,Contractor,"STS Contractors, L.C.","STS CONTRACTORS, L.C.",2427,Private,Contractor,General,98.0,[],7.0,0
Firm,,Contractor,Summit Roofing,SUMMIT ROOFING,2429,Private,Contractor,Roofing,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""If 'Roofing' is not considered a specialty, could default to 'General', but the name strongly indicates a roofing specialty.""}]",7.0,0
Firm,,Contractor,"Sun Enterprises, LLC.","SUN ENTERPRISES, LLC.",2430,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name is generic and does not indicate a specific specialty, so 'General' is most appropriate, but there is some uncertainty.""}]",7.0,0
Firm,,Contractor,"Sun River Custom Homes, LLC","SUN RIVER CUSTOM HOMES, LLC",2431,Private,Builder,Residential,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 50.0, 'reasoning': ""The name includes 'Custom Homes', which strongly indicates a residential builder, but if not considered a builder, could be a general contractor.""}]",7.0,0
Firm,,Contractor,"Sun Valley Marble, Inc.","SUN VALLEY MARBLE, INC.",2432,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Cabinets', 'confidence': 60.0, 'reasoning': ""The name 'Sun Valley Marble, Inc.' suggests a possible specialty in marble, which could relate to cabinetry or stonework, but without explicit specialty, 'General' is safest.""}]",7.0,0
Firm,,Contractor,Superior Construction Solutions LLC,SUPERIOR CONSTRUCTION SOLUTIONS LLC,2433,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Restoration', 'confidence': 55.0, 'reasoning': ""The name 'Superior Construction Solutions LLC' could imply a focus on restoration or problem-solving, but 'General' is more consistent with the rules.""}]",7.0,0
Firm,,Contractor,Table Rock Remodeling & Repairs,TABLE ROCK REMODELING & REPAIRS,2435,Private,Contractor,Restoration,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 75.0, 'reasoning': ""The name 'Table Rock Remodeling & Repairs' suggests a focus on remodeling and repairs, which aligns with 'Restoration', but could also be considered 'General' contracting.""}]",7.0,0
Firm,,Contractor,"Talboy Construction, Inc.","TALBOY CONSTRUCTION, INC.",2436,Private,Contractor,General,95.0,[],7.0,0
Firm,,Contractor,"TCM, LLC","TCM, LLC",2437,Private,Contractor,General,90.0,[],7.0,0
Firm,Builder,Contractor,Christensen Corporation (The),CHRISTENSEN CORPORATION (THE),2440,Private,Builder,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The input lists both 'Builder' and 'Contractor'. The name does not specify residential or commercial, so 'Builder' with NULL subgroup is most consistent, but 'Contractor' is a possible alternative.""}]",7.0,0
Firm,,Contractor,Junk Express (The),JUNK EXPRESS (THE),2441,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Junk Express' could indicate a specialty in junk removal, but without more detail, 'Contractor - General' is the best fit.""}]",7.0,0
Firm,,Contractor,Professionals (The),PROFESSIONALS (THE),2442,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Professionals' is generic, but with 'Contractor' as the subgroup, 'Contractor - General' is most consistent.""}]",7.0,0
Firm,,Contractor,"Tim Austin Construction, LLC","TIM AUSTIN CONSTRUCTION, LLC",2445,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor'.""}]",7.0,0
Firm,,Contractor,"Timmons Construction, Inc.","TIMMONS CONSTRUCTION, INC.",2446,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor'.""}]",7.0,0
Firm,,Contractor,"Titan Construction, LLC","TITAN CONSTRUCTION, LLC",2447,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which by rule should be classified as 'Contractor'. However, some construction firms may also act as builders, but there is no explicit indication of residential or commercial building.""}]",7.0,0
Firm,Construction - Excavating,Contractor,Titan Excavation and Construction LLC,TITAN EXCAVATION AND CONSTRUCTION LLC,2448,Private,Contractor,Excavation,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': 'The name and category both indicate excavation as a specialty, but the company may also do general contracting.'}]",7.0,0
Firm,,Contractor,Titan Pools,TITAN POOLS,2449,Private,Contractor,Pools,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Titan Pools' suggests a specialty in pool construction, which fits best under 'Contractor' with 'Pools' as the specialty.""}]",7.0,0
Firm,,"Builder, Contractor",T.K. Construction,T.K. CONSTRUCTION,2450,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The input subgroup includes both 'Builder' and 'Contractor'. Since 'Construction' is in the name, the primary classification is 'Contractor', but 'Builder' is also plausible.""}]",7.0,0
Firm,,Contractor,"Topcoat Painting & Wallcovering, Inc.","TOPCOAT PAINTING & WALLCOVERING, INC.",2451,Private,Contractor,Painting,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 50.0, 'reasoning': ""The name specifies 'Painting & Wallcovering', which is a specialty contracting service.""}]",7.0,0
Firm,,Contractor,Total Handyman Solutions LLC.,TOTAL HANDYMAN SOLUTIONS LLC.,2452,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""If 'Handyman' is not considered a contractor, it could be classified as 'Other', but 'Contractor' is the most appropriate based on rules.""}]",7.0,0
Firm,,"Builder, Contractor","Towercom Technologies, L.L.C.","TOWERCOM TECHNOLOGIES, L.L.C.",2453,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The input includes both 'Builder' and 'Contractor', but no indication of residential or commercial, so 'Contractor' is preferred per rules.""}]",7.0,0
Firm,Sign Shop,Contractor,"Trademark Sign Company, Inc","TRADEMARK SIGN COMPANY, INC",2454,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""If 'Sign Shop' is not considered a contractor, it could be 'Other', but 'Contractor' is preferred due to the presence of 'Contractor' in the subgroup.""}]",7.0,0
Firm,,Contractor,Transformation Construction,TRANSFORMATION CONSTRUCTION,2456,Private,Contractor,General,98.0,[],7.0,0
Firm,,Contractor,Treasure Valley Exteriors LLC.,TREASURE VALLEY EXTERIORS LLC.,2457,Private,Contractor,General,98.0,[],7.0,0
Firm,,Contractor,"Treasure Valley Remodel & Restoration, LLC","TREASURE VALLEY REMODEL & RESTORATION, LLC",2458,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Remodeling', 'confidence': 70.0, 'reasoning': ""The name includes 'Remodel', which could indicate a specialty in remodeling, but without explicit rule for 'Remodeling' as a subgroup, 'General' is safest.""}]",7.0,0
Firm,,Contractor,Tri State Construction,TRI STATE CONSTRUCTION,2459,Private,Contractor,General,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name includes 'Construction', which by rule is classified as 'Contractor' with 'General' if no specialty is specified.""}]",7.0,0
Firm,,Contractor,"Tucker Material Handling, Inc.","TUCKER MATERIAL HANDLING, INC.",2461,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""Material handling could be a specialty, but not explicitly listed in rules. Defaulting to 'Contractor - General' is most consistent.""}]",7.0,0
Firm,,Contractor,"Twin Islands, LLC","TWIN ISLANDS, LLC",2462,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""No clear specialty or indication of another category. 'Contractor - General' is most consistent with rules.""}]",7.0,0
Firm,Remodeling,Contractor,"Ultra Clean, Inc.","BJW INVESTMENTS, INC.",2463,Private,Contractor,General,92.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name 'Ultra Clean' could suggest a cleaning service, but with 'Remodeling' and 'Contractor' in the input, 'Contractor - General' is most consistent.""}]",7.0,0
Firm,,Contractor,Unified Construction Management,UNIFIED CONSTRUCTION MANAGEMENT,2464,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Management', 'confidence': 60.0, 'reasoning': ""The name includes 'Management', which could suggest a specialty in construction management, but 'Contractor' is the more general and consistent classification per rules.""}]",7.0,0
Firm,,Contractor,"Universal Pools, LLC","UNIVERSAL POOLS, LLC",2465,Private,Contractor,Pools,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""If the company does more than pools, 'General' could apply, but the name strongly indicates a pool specialty.""}]",7.0,0
Firm,,Contractor,Velvet Hammer Enterprises L.L.C.,VELVET HAMMER ENTERPRISES L.L.C.,2468,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Other', 'confidence': 50.0, 'reasoning': ""The name does not specify a specialty, so 'General' is most consistent, but 'Enterprises' could indicate a broader business.""}]",7.0,0
Firm,,Contractor,Victory Remodeling LLC,VICTORY REMODELING LLC,2469,Private,Contractor,Remodeling,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""If the company does more than remodeling, 'General' could apply, but the name specifically indicates remodeling.""}]",7.0,0
Firm,,Contractor,Victory Window & Remodeling,VICTORY WINDOW & REMODELING,2470,Private,Contractor,Remodeling,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Windows, Remodeling', 'confidence': 80.0, 'reasoning': ""The name includes 'Window', so a more specific subgroup could be 'Windows, Remodeling', but 'Remodeling' is the most consistent and clear.""}]",7.0,0
Firm,,Contractor,"W.E. Pierce Building Associates, LLC","W.E. PIERCE BUILDING ASSOCIATES, LLC",2472,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Building Associates', which could suggest a builder, but 'Contractor' is the provided subgroup and there is no explicit indication of residential or commercial building.""}]",7.0,0
Firm,,Contractor,"Wayne Swanson Construction, Inc.","WAYNE SWANSON CONSTRUCTION, INC.",2473,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name includes 'Construction', which could indicate a builder, but the default should be 'Contractor' unless 'Builder' is explicitly indicated.""}]",7.0,0
Firm,Landscape,Contractor,Western Idaho Construction & Landscape,WESTERN IDAHO CONSTRUCTION & LANDSCAPE,2474,Private,Contractor,Landscape,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name includes 'Landscape', but the rules specify that if 'Construction' is present, the category should be 'Contractor' with the specialty as the subgroup.""}]",7.0,0
Firm,,Contractor,Western Siding,WESTERN SIDING,2475,Private,Contractor,Siding,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""The name 'Western Siding' suggests a specialty in siding, so 'Siding' is the most accurate subgroup.""}]",7.0,0
Firm,,Contractor,"Wickstrom Construction, LLC","WICKSTROM CONSTRUCTION, LLC",2476,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name includes 'Construction', which could indicate a builder, but the default should be 'Contractor' unless 'Builder' is explicitly indicated.""}]",7.0,0
Firm,,Contractor,"Wilderness Falls Building, LLC","WILDERNESS FALLS BUILDING, LLC",2477,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Building', which could suggest a builder, but 'Contractor' is the provided subgroup and there is no explicit indication of residential or commercial building.""}]",7.0,0
Firm,,Contractor,"Woodwork, Etc.","WOODWORK, ETC.",2478,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name 'Woodwork, Etc.' could suggest a specialty, but without more detail, 'General Contractor' is the most consistent classification.""}]",7.0,0
Firm,,Contractor,"Yother Construction Management, Incorporated","YOTHER CONSTRUCTION MANAGEMENT, INCORPORATED",2480,Private,Contractor,General,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name includes 'Construction Management', but this is typically still classified as a general contractor unless otherwise specified.""}]",7.0,0
Firm,,Contractor,"Zelham, Inc.","ZELHAM, INC.",2481,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""No specialty or other category is indicated; 'Contractor' is the most consistent classification.""}]",7.0,0
Firm,,Contractor,"Bill Bott, Inc.","BILL BOTT, INC.",2482,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""No specialty or other category is indicated; 'Contractor' is the most consistent classification.""}]",7.0,0
Firm,,Contractor,Carter Construction,CARTER CONSTRUCTION,2483,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Remodeling', 'confidence': 40.0, 'reasoning': ""The name does not specify a specialty, but 'Remodeling' could be a possible subgroup for some construction firms. However, without explicit evidence, 'General' is preferred.""}]",7.0,0
Firm,,Builder,"Primary Construction, Inc.","PRIMARY CONSTRUCTION, INC.",2484,Private,Builder,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The term 'Builder' is present in the subgroup, but if there was no indication of being a builder, it would default to Contractor. Here, 'Builder' is clear.""}]",7.0,0
Firm,,Contractor,"Caliente Construction, Inc.","CALIENTE CONSTRUCTION, INC.",2487,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Remodeling', 'confidence': 35.0, 'reasoning': ""No specialty is indicated in the name, so 'General' is most appropriate, but 'Remodeling' is a possible alternative for some construction companies.""}]",7.0,0
Firm,,Contractor,Gators Roofing LLC,GATORS ROOFING LLC,2488,Private,Contractor,Siding,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Gators Roofing' suggests a specialty in roofing, but 'Roofing' is not in the provided subgroups. 'Siding' is the closest match from the provided reclassified subgroups, but 'General' could also apply if no specialty is recognized.""}]",7.0,0
Firm,,Contractor,R & C Home Improvements LLC,R & C HOME IMPROVEMENTS LLC,2489,Private,Contractor,Remodeling,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 50.0, 'reasoning': ""The name 'Home Improvements' strongly suggests remodeling, but if not, 'General' could be a fallback.""}]",7.0,0
